Project Name:Ensembl
Dataset txt:filesHandler/datasets/Ensembl.txt
Input Csv:filesHandler/input/ensembl.csv
Output Assessment1:filesHandler/output/ensembl_Assessment1.txt
Output Assessment2:filesHandler/output/ensembl_Assessment2.txt
Transitions File:filesHandler/transitions/ensemblTransitions.xml
155
filesHandler/inis/ensembl.ini
0.5 0.5
csv:filesHandler/input/ensembl.csv
529 lines parsed
1	939669579	0	0	2	0	0	0	1	0	7
2	940867719	1198140	1	0	2	0	5	0	6	0
3	942168743	1301024	0	0	0	0	0	4	0	0
4	943365716	1196973	0	0	4	4	0	0	0	0
5	943365844	128	0	0	4	4	0	0	0	0
6	943366406	562	0	0	6	6	0	0	0	0
7	947177076	3810670	0	0	0	0	1	0	0	0
8	947516385	339309	0	0	3	1	5	0	0	0
9	947517057	672	2	0	0	0	0	0	8	0
10	947689078	172021	0	0	0	0	1	0	0	0
11	947690071	993	0	0	0	0	1	0	0	0
12	947763933	73862	0	0	0	0	0	0	0	0
13	947776597	12664	1	0	0	0	0	0	2	0
14	947851648	75051	0	0	5	2	0	0	0	0
15	947859071	7423	0	0	0	0	0	1	0	0
16	947866332	7261	0	0	1	0	0	0	0	0
17	947957463	91131	0	0	0	0	0	1	0	0
18	948025460	67997	0	1	4	0	0	0	0	4
19	948308154	282694	0	0	0	0	0	3	0	0
20	948360147	51993	1	0	0	0	0	0	10	0
21	948376743	16596	1	1	0	0	0	0	10	10
22	948378800	2057	0	0	0	0	0	3	0	0
23	948564793	185993	0	0	11	1	0	0	0	0
24	948572139	7346	0	0	0	0	0	3	0	0
25	948713104	140965	0	0	0	0	1	0	0	0
26	948735285	22181	0	0	0	1	0	0	0	0
27	948990188	254903	0	0	0	0	2	0	0	0
28	950275874	1285686	1	0	0	1	1	0	16	0
29	950286372	10498	0	2	0	0	2	0	0	5
30	951748549	1462177	0	0	0	0	1	0	0	0
31	954509558	2761009	0	0	1	1	2	2	0	0
32	954749479	239921	1	0	0	0	0	0	9	0
33	954834295	84816	0	1	2	4	0	0	0	7
34	955476819	642524	0	0	1	0	0	0	0	0
35	956157214	680395	2	1	0	2	0	0	7	2
36	956591404	434190	0	0	0	0	1	0	0	0
37	958134737	1543333	0	0	0	0	1	0	0	0
38	959105910	971173	0	0	0	0	2	0	0	0
39	959684792	578882	2	0	4	0	2	0	6	0
40	959962730	277938	0	0	0	0	2	0	0	0
41	960147956	185226	0	0	0	0	0	0	0	0
42	960231087	83131	0	0	0	0	3	0	0	0
43	960292008	60921	0	0	0	0	5	0	0	0
44	960977369	685361	0	0	0	0	0	0	0	0
45	961418039	440670	0	0	0	0	0	0	0	0
46	961576333	158294	0	0	0	0	0	1	0	0
47	961709499	133166	0	0	0	0	0	0	0	0
48	961787018	77519	0	0	0	0	0	0	0	0
49	963487259	1700241	1	0	0	0	0	0	3	0
50	963591560	104301	1	0	0	0	0	0	11	0
51	965037266	1445706	1	0	0	0	0	0	2	0
52	967806901	2769635	0	0	0	0	1	0	0	0
53	967895559	88658	2	0	0	0	0	0	13	0
54	968110509	214950	4	0	0	0	0	0	8	0
55	968140918	30409	1	0	0	0	0	0	2	0
56	968419733	278815	1	11	3	2	1	1	3	41
57	969127125	707392	0	0	2	2	0	0	0	0
58	970476987	1349862	0	0	0	0	0	0	0	0
59	971165448	688461	1	0	0	0	0	0	2	0
60	972813697	1648249	1	0	0	0	0	0	9	0
61	973790556	976859	0	0	6	4	0	0	0	0
62	974478124	687568	0	0	6	0	0	0	0	0
63	975065140	587016	2	0	0	0	0	0	10	0
64	975065585	445	0	0	1	0	0	0	0	0
65	975343668	278083	1	0	0	0	0	0	9	0
66	976620520	1276852	1	0	2	0	0	0	2	0
67	978538041	1917521	0	0	0	0	1	0	0	0
68	979559782	1021741	0	0	0	0	0	0	0	0
69	979829802	270020	1	0	0	0	0	0	2	0
70	980414455	584653	1	0	0	0	0	0	3	0
71	980414884	429	0	0	2	0	1	0	0	0
72	980547379	132495	1	0	1	0	0	0	14	0
73	981307011	759632	1	0	0	0	0	0	5	0
74	982060366	753355	0	0	4	0	0	0	0	0
75	982091246	30880	1	1	0	0	0	0	2	5
76	982141804	50558	1	0	0	0	0	0	5	0
77	983911028	1769224	1	0	0	0	0	0	8	0
78	984064962	153934	0	0	0	0	0	0	0	0
